Code;Libellé;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2021;Part des employés dans le nb d’emplois au LT 2021;Part des ouvriers dans le nb d’emplois au LT 2021;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2021
6121;Saint-Jean-Cap-Ferrat;16;36.6;16.3;11.6
6122;Saint-Jeannet;14.7;21.2;20.8;16.5
6123;Saint-Laurent-du-Var;13.9;31.9;15.3;9.6
6124;Saint-Léger;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
6125;Saint-Martin-d'Entraunes;0;0;33.3;33.3
6126;Saint-Martin-du-Var;12.5;29.3;19.9;9.1
6127;Saint-Martin-Vésubie;3.3;26.7;17.3;22
6128;Saint-Paul-de-Vence;15.2;28.6;13;23.8
6129;Saint-Sauveur-sur-Tinée;15.3;54;6.2;7.4
6130;Saint-Vallier-de-Thiey;24.3;22.7;13.3;15.8
6131;Sallagriffon;0;31.1;34.4;0
6132;Saorge;15;26;4.8;24.9
6133;Sauze;0;33.3;0;0
6134;Séranon;0;21.4;7.4;22.2
6135;Sigale;10.8;15.5;22.8;24.5
6136;Sospel;6.4;46.8;14;11.6
6137;Spéracèdes;18;14.9;11.7;33.4
6138;Théoule-sur-Mer;14.4;32;21;15.4
6139;Thiéry;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
6140;Le Tignet;13.1;24.9;13.2;30
6141;Toudon;13.2;29.8;18.7;34.4
6142;Touët-de-l'Escarène;50.4;0;0;49.6
6143;Touët-sur-Var;4.7;23;26.6;13.8
6144;La Tour;0;66.9;7.4;8.5
6145;Tourette-du-Château;0;30.5;47.5;22
6146;Tournefort;0;19.3;18.8;15.5
6147;Tourrette-Levens;16;34.9;8;14.2
6148;Tourrettes-sur-Loup;9.4;22.8;11.5;36.4
6149;La Trinité;9.1;36.7;20.8;9.3
6150;La Turbie;7;18.3;30.6;12
6151;Utelle;12.6;41;5.7;23.4
6152;Valbonne;51.4;15.5;5.7;5.4
6153;Valdeblore;20.2;18.4;12.4;19.6
6154;Valderoure;8.8;24.2;19;18.6
6155;Vallauris;17.9;30.1;15.7;12.5
6156;Venanson;0;0;0;100
6157;Vence;14.8;28.5;13.8;16.4
6158;Villars-sur-Var;18.6;15.8;26.9;8.9
6159;Villefranche-sur-Mer;20.2;33.6;11.9;11.2
6160;Villeneuve-d'Entraunes;0;0;0;0
6161;Villeneuve-Loubet;30.4;24.2;11.8;9.1
6162;La Brigue;12.6;21.2;12.3;19.8
6163;Tende;2.7;39.5;17.8;8.4
7001;Accons;25.2;0;25.3;49.5
7002;Ailhon;2.5;27.7;0;29.5
7003;Aizac;0;16.9;16.8;16.9
7004;Ajoux;20.4;20.7;0;18.2
7005;Alba-la-Romaine;12.6;16.8;26.9;10
7006;Albon-d'Ardèche;14.3;14.6;28.1;14.5
7007;Alboussière;7.7;29.7;26.3;9.6
7008;Alissas;5;36.6;23.6;17.4
7009;Andance;9.7;7.6;36.9;17.5
7010;Annonay;11.9;27.1;27.4;5.6
7011;Vallées-d'Antraigues-Asperjoc;4.8;47;14.5;14.5
7012;Arcens;5;6;34;24.9
7013;Ardoix;4.1;18.6;35.1;8.4
7014;Arlebosc;0;12.1;50.4;12.1
7015;Arras-sur-Rhône;11.4;10.9;22.3;5.5
7017;Les Assions;18.1;10.2;36;11.8
7018;Astet;0;100;0;0
7019;Aubenas;13.7;31.6;18.8;8.5
7020;Aubignas;0;9;36.2;8.7
7022;Baix;2.8;11.5;30;15.1
7023;Balazuc;16.1;16.3;12.1;32.4
7024;Banne;0;27.6;26.6;28.9
7025;Barnas;0;0;17.2;0
7026;Le Béage;4.7;4.5;17.9;22.9
7027;Beauchastel;5.8;19.5;40.1;2.4
7028;Beaulieu;3.4;16.3;47.3;9.9
7029;Beaumont;12.9;6.5;6.3;19.1
7030;Beauvène;10.8;13.1;13.7;10.8
7031;Berrias-et-Casteljau;7.6;15.1;29.2;19.1
7032;Berzème;0;9.7;10.1;19.4
7033;Bessas;0;0;23.2;22
7034;Bidon;13.8;13.5;0;14.2
7035;Boffres;3.4;13.4;21.4;4.7
7036;Bogy;10.9;9.8;37.6;0
7037;Borée;0;53.2;33.3;6.7
7038;Borne;0;67.4;0;0
7039;Bozas;10.8;0;55.7;0
7040;Boucieu-le-Roi;10.8;11.1;21.8;10.8
7041;Boulieu-lès-Annonay;4.7;19.9;37.1;16.8
7042;Bourg-Saint-Andéol;10.8;35.3;12.6;8.2
7044;Brossainc;0;0;0;60
7045;Burzet;15;30.1;9.7;15.1
7047;Cellier-du-Luc;0;4.3;16;0
7048;Chalencon;7.2;7.2;14.4;28.1
7049;Le Chambon;0;0;100;0
7050;Chambonas;14.2;43.4;12.2;10.8
7051;Champagne;8.2;9.7;32.3;10.1
7052;Champis;0;22.6;32.7;10.8
7053;Chandolas;7.4;19.4;9.9;24.2
7054;Chanéac;0;0;0;32.8
7055;Charmes-sur-Rhône;11.2;22.2;26.9;12.3
7056;Charnas;0;36.9;27.5;4.6
7058;Chassiers;7.6;36.7;9.7;6.7
7059;Châteaubourg;0;16.1;30.2;36.2
7060;Châteauneuf-de-Vernoux;0;6.5;21.2;27.6
7061;Chauzon;0;26.6;6.6;60.1
7062;Chazeaux;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
7063;Cheminas;13;0;30.2;14.2
7064;Le Cheylard;15.9;25.9;27.1;6.7
7065;Chirols;0;3.6;39.6;28.1
7066;Chomérac;16.3;29.8;16.8;11.7
7067;Colombier-le-Cardinal;17.2;16.5;16.2;32.8
7068;Colombier-le-Jeune;7;27.4;13.5;19.5
7069;Colombier-le-Vieux;6.3;16.5;31.6;6.6
7070;Cornas;6.4;23.7;17.5;12.8
7071;Coucouron;4.7;35.6;22.3;11.5
7072;Coux;20.7;24.9;21;16.8
7073;Le Crestet;0;18.4;8.8;27.6
7074;Creysseilles;0;0;0;33.3
7075;Cros-de-Géorand;0;0;11.7;0
7076;Cruas;19.4;13.8;20;2.3
7077;Darbres;7.2;13.4;7.2;11.5
7078;Davézieux;7.1;40.2;24.1;6.6
7079;Désaignes;4.3;23.8;30.8;13
7080;Devesset;0;12.9;55.9;8.9
7081;Dompnac;0;0;50;50
7082;Dornas;0;0;0;25
7083;Dunière-sur-Eyrieux;16.9;16.2;33.5;33.4
7084;Eclassan;0;11.5;17.9;23.5
7085;Empurany;4.3;4.1;21.3;8.5
7086;Étables;5;20.4;32.6;12.5
7087;Fabras;16.6;0;0;33.4
7088;Faugères;0;22.2;22.6;18.4
7089;Félines;3.6;12.6;56.3;7.4
7090;Flaviac;9.3;18;23.9;18.1
7091;Fons;0;20.7;0;21.1
7092;Freyssenet;0;50;0;0
7093;Genestelle;6.6;15.5;30.1;24.2
7094;Gilhac-et-Bruzac;0;33.3;33.3;33.3
7095;Gilhoc-sur-Ormèze;0;7.9;31.5;15.5
7096;Gluiras;0;28.4;0;43.6
7097;Glun;12.9;14.2;27.6;9.1
7098;Gourdon;60.2;0;0;0
7099;Gras;4.5;27.1;4.3;27.2
7100;Gravières;7.6;41.9;14.3;6.9
7101;Grospierres;6.6;18.8;25.4;38.3
7102;Guilherand-Granges;19.5;31.1;14;5.5
7103;Saint-Julien-d'Intres;5.5;11.3;66.8;0
7104;Issamoulenc;0;50;0;50
7105;Issanlas;0;100;0;0
7106;Issarlès;0;0;18.4;0
7107;Jaujac;4.3;38;13.3;22
7108;Jaunac;0;0;0;0
7109;Joannas;18.4;29.4;9.2;8.2
7110;Joyeuse;8.1;35.4;22.5;11.9
7111;Juvinas;0;0;0;100
7112;Labastide-sur-Bésorgues;14.1;14.9;14.8;28.3
7113;Labastide-de-Virac;0;53.9;5.6;6.2
7114;Labatie-d'Andaure;17.8;9.1;8.9;23.7
7115;Labeaume;3.5;24;24.1;33.8
7116;Labégude;8.9;19.5;25.2;15
7117;Lablachère;3.6;30.1;23.3;17.4
7118;Laboule;19.1;9.5;35.5;7.2
7119;Le Lac-d'Issarlès;0;40.4;26.6;11.7
7120;Lachamp-Raphaël;0;0;33.3;33.3
7121;Lachapelle-Graillouse;0;29.9;0;50.1
7122;Lachapelle-sous-Aubenas;2.3;22.5;36.7;15
7123;Lachapelle-sous-Chanéac;0;0;0;0
7124;Lafarre;0;0;0;66.7
7126;Lagorce;8.4;17.1;41.1;7.1
7127;Lalevade-d'Ardèche;6.4;36.4;24.7;9.3
7128;Lalouvesc;5.9;43.4;0;24.3
7129;Lamastre;7.8;31.4;25.2;10.3
7130;Lanarce;4;8.2;41.3;12.4
7131;Lanas;8.3;24.7;12.3;8
7132;Largentière;17.2;39.4;11.8;7.8
7133;Larnas;0;28;0;13.8
7134;Laurac-en-Vivarais;5;34.5;26.1;11.7
7136;Laveyrune;0;0;0;0
7137;Lavillatte;0;0;0;50
7138;Lavilledieu;3.6;17.5;46.6;14.3
7139;Laviolle;0;33.3;0;0
7140;Lemps;10.7;29.3;7.8;30.6
7141;Lentillères;16.6;16.6;16.9;16.6
7142;Lespéron;0;36.2;0;0
7143;Limony;0;32.7;22.2;16.5
7144;Loubaresse;0;68.5;31.5;0
7145;Lussas;25.3;25.3;6.9;9.6
7146;Lyas;0;36.3;18.5;27.5
7147;Malarce-sur-la-Thines;0;12.6;11.6;38.5
7148;Malbosc;0;33.1;17;16.6
7149;Marcols-les-Eaux;0;71.4;4.2;8.2
7150;Mariac;2.7;13.4;48.1;13.9
7151;Mars;0;13.3;0;29.6
7152;Mauves;14.4;15.6;35;7.5
7153;Mayres;0;19;20.4;40.2
7154;Mazan-l'Abbaye;6.8;23.5;0;10
7155;Mercuer;16.7;19.1;14;29.7
7156;Meyras;8.8;39.7;12.9;21.1
7157;Meysse;9.1;26.3;27.7;7.3
7158;Mézilhac;25.5;38.4;10.6;0
7159;Mirabel;3.7;33.5;14.9;0
7160;Monestier;50;0;0;0
7161;Montpezat-sous-Bauzon;4.7;27.4;18.4;14
7162;Montréal;14.9;25;15.1;19.8
7163;Montselgues;0;23.6;10.9;32.7
7165;Belsentes;6.8;6.4;20;26.9
7166;Nozières;0;0;9.6;10.3
7167;Les Ollières-sur-Eyrieux;8.9;23.8;18.8;22.3
7168;Orgnac-l'Aven;10.3;27.5;22.3;23.8
7169;Ozon;9.8;9.9;21.9;19.7
7170;Pailharès;0;29.3;9;26.6
7171;Payzac;7.1;21.3;14;21.5
7172;Peaugres;13.8;16.7;28.8;13.5
7173;Péreyres;100;0;0;0
7174;Peyraud;0;9;28.2;45
7175;Le Plagnal;25;0;0;25
7176;Planzolles;26;0;48;26
7177;Plats;3.2;12.3;28.4;31
7178;Pont-de-Labeaume;3.9;27.1;24.1;24.5
7179;Pourchères;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
7181;Le Pouzin;10.5;20.4;40.6;6.9
7182;Prades;3.9;20;39.9;11.9
7183;Pradons;7.1;7.1;21.7;43.1
7184;Pranles;0;13.1;6.6;26.8
7185;Préaux;5.2;15.7;26.3;21.2
7186;Privas;17.1;34.9;11.3;5.1
7187;Prunet;100;0;0;0
7188;Quintenas;8.8;21.2;29.7;12.7
7189;Ribes;0;29;13.6;42.9
7190;Rochecolombe;0;50.1;0;49.9
7191;Rochemaure;9.9;24.4;33.6;15.1
7192;Rochepaule;0;19.1;21.2;0
7193;Rocher;8.2;64.2;3.3;4.9
7194;Rochessauve;0;0;8.6;45.4
7195;La Rochette;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
7196;Rocles;0;33.8;0;0
7197;Roiffieux;2.8;31.9;15.1;5.8
7198;Rompon;10.8;22.3;16.7;22.9
7199;Rosières;4.4;29.8;18.6;15.6
7200;Le Roux;0;0;44.5;55.5
7201;Ruoms;8.7;33.8;22.2;11.8
7202;Sablières;24.8;12.6;25.1;12.6
7203;Sagnes-et-Goudoulet;17.4;17.2;0;17.4
7204;Saint-Agrève;7.5;27.8;27.7;9
7205;Saint-Alban-d'Ay;4.4;19.6;18.8;9.2
7206;Saint-Alban-en-Montagne;0;0;0;0
7207;Saint-Alban-Auriolles;3.4;22.1;22;27.5
7208;Saint-Andéol-de-Berg;0;13.6;13.6;29
7209;Saint-Andéol-de-Fourchades;0;0;0;0
7210;Saint-Andéol-de-Vals;0;12.9;23;24.1
7211;Saint-André-de-Cruzières;0;13.1;0;60.9
7212;Saint-André-en-Vivarais;0;9.2;9.3;26
7213;Saint-André-Lachamp;0;16.7;33.3;33.3
7214;Saint-Apollinaire-de-Rias;0;36.3;0;31.2
7215;Saint-Barthélemy-le-Meil;24;50.9;0;0
7216;Saint-Barthélemy-Grozon;0;15.5;24;9.4
7217;Saint-Barthélemy-le-Plain;6.9;26.5;25.3;21.2
7218;Saint-Basile;0;28.7;27.8;7.4
7219;Saint-Bauzile;4.7;4.4;55;0
7220;Saint-Christol;0;0;34.6;0
7221;Saint-Cierge-la-Serre;33.9;0;0;0
7222;Saint-Cierge-sous-le-Cheylard;0;20;20;60
7223;Saint-Cirgues-de-Prades;0;0;0;72
7224;Saint-Cirgues-en-Montagne;11.5;28.3;11.4;21.9
7225;Saint-Clair;5.1;17.9;38.7;12.8
7226;Saint-Clément;0;0;0;0
7227;Saint-Cyr;5.3;15.1;36.2;14
7228;Saint-Désirat;11.4;4.5;59.6;4.3
7229;Saint-Didier-sous-Aubenas;12.8;21.5;18.7;12.8
7230;Saint-Étienne-de-Boulogne;23.7;17.4;5.8;35.5
7231;Saint-Étienne-de-Fontbellon;6.6;41.3;17.4;12.6
7232;Saint-Étienne-de-Lugdarès;3.2;27;7.1;19.7
7233;Saint-Étienne-de-Serre;11.1;10.7;11;9.1
7234;Saint-Étienne-de-Valoux;0;0;0;36.1
7235;Sainte-Eulalie;0;41.2;5.5;29.3
7236;Saint-Félicien;2.3;42.6;30.9;6
7237;Saint-Fortunat-sur-Eyrieux;8.2;44.1;11.9;20.4
7238;Saint-Genest-de-Beauzon;0;27.7;38.5;22.9
7239;Saint-Genest-Lachamp;0;0;25;0
7240;Saint-Georges-les-Bains;8.2;38.9;11.9;23.5
7241;Saint-Germain;0;10.4;10.7;15.8
7242;Saint-Gineys-en-Coiron;0;39.3;21.4;19.7
7243;Saint-Jacques-d'Atticieux;21.9;25.6;24.9;0
7244;Saint-Jean-Chambre;0;10.1;21.1;28.5
7245;Saint-Jean-de-Muzols;14;31.5;13.7;15
7247;Saint-Jean-le-Centenier;11.4;18.1;23.7;18.4
7248;Saint-Jean-Roure;28.7;14;0;14.5
7249;Saint-Jeure-d'Andaure;0;0;17.8;16.4
7250;Saint-Jeure-d'Ay;13.5;43.9;0;28.1
7251;Saint-Joseph-des-Bancs;0;0;19.4;48.4
7253;Saint-Julien-du-Gua;0;33.3;0;66.7
7254;Saint-Julien-du-Serre;26;26.3;5.2;21.3
7255;Saint-Julien-en-Saint-Alban;8.2;17.7;45.4;7.9
7257;Saint-Julien-le-Roux;0;0;50.5;0
7258;Saint-Julien-Vocance;14;14;14.1;20.8
7259;Saint-Just-d'Ardèche;3.3;39;21.1;19.6
7260;Saint-Lager-Bressac;5.9;12.6;25.5;0
7261;Saint-Laurent-du-Pape;1.5;17.6;37.6;16.1
7262;Saint-Laurent-les-Bains-Laval-d'Aurelle;0;31.5;0;0
7263;Saint-Laurent-sous-Coiron;0;0;39.9;0
7264;Saint-Marcel-d'Ardèche;7.4;22.8;7.3;15.4
7265;Saint-Marcel-lès-Annonay;2.8;23.8;49.3;8.8
7266;Sainte-Marguerite-Lafigère;0;22.4;16.5;0
7267;Saint-Martial;0;28.7;14.5;35.2
7268;Saint-Martin-d'Ardèche;12;16.2;3.8;47.9
7269;Saint-Martin-de-Valamas;5.6;42.4;18;13.4
7270;Saint-Martin-sur-Lavezon;20;9.8;0;30.4
7272;Saint-Maurice-d'Ardèche;0;28.8;38.4;10.5
7273;Saint-Maurice-d'Ibie;0;57.3;14;0
7274;Saint-Maurice-en-Chalencon;0;33.3;33.3;33.3
7275;Saint-Mélany;0;0;0;33.3
7276;Saint-Michel-d'Aurance;6.6;20.5;38.9;34.1
7277;Saint-Michel-de-Boulogne;8.2;12.1;35.7;8
7278;Saint-Michel-de-Chabrillanoux;0;0;30.2;69.8
7279;Saint-Montan;2.8;23.2;12.4;25.7
7280;Saint-Paul-le-Jeune;2.8;43.3;18.2;17.5
7281;Saint-Péray;9.6;31.9;19.4;12.1
7282;Saint-Pierre-de-Colombier;0;4.7;24.1;4.8
7283;Saint-Pierre-la-Roche;0;66.7;0;0
7284;Saint-Pierre-Saint-Jean;14.4;14.4;28.1;43.1
7285;Saint-Pierre-sur-Doux;0;16.8;16.8;16.2
7286;Saint-Pierreville;7.3;32.7;12;9.7
7287;Saint-Pons;0;17.8;0;27.6
7288;Saint-Priest;7.2;28.5;21.5;21.5
7289;Saint-Privat;7.9;43.1;4.6;18.9
7290;Saint-Prix;8.4;33.6;8.2;16.5
7291;Saint-Remèze;12.5;36.9;6.2;26.7
7292;Saint-Romain-d'Ay;4.3;18.3;32.4;16.8
7293;Saint-Romain-de-Lerps;0;7.3;21.9;29.3
7294;Saint-Sauveur-de-Cruzières;9.5;9.3;29.4;18.8
7295;Saint-Sauveur-de-Montagut;12;37.7;31.4;6.1
7296;Saint-Sernin;0;40.7;18.4;14.4
7297;Saint-Sylvestre;7.6;0;45;8.2
7298;Saint-Symphorien-sous-Chomérac;12.8;8.2;46.9;3.9
7299;Saint-Symphorien-de-Mahun;0;50;0;50
7300;Saint-Thomé;7.2;24.5;28.5;16
7301;Saint-Victor;5.3;9.1;36.2;29.1
7302;Saint-Vincent-de-Barrès;0;24.2;9.9;16
7303;Saint-Vincent-de-Durfort;14.5;29;14.7;41.9
7304;Salavas;6.4;31.9;20.2;16.4
7305;Les Salelles;0;0;0;71.5
7306;Sampzon;31.3;0;28.2;20.2
7307;Sanilhac;12.1;32.2;10.6;11.3
7308;Sarras;7.8;14.2;57.5;7
7309;Satillieu;11.1;37;16.3;9.6
7310;Savas;11.3;0;23.8;41
7311;Sceautres;0;0;25;0
7312;Sécheras;9.3;28.3;37.8;14.6
7313;Serrières;5.8;41.7;20.6;6.5
7314;Silhac;5.7;18.2;16.7;23
7315;La Souche;16.7;16.7;0;33.3
7316;Soyons;11.9;25.7;19.4;16.7
7317;Talencieux;0;40.4;19.3;6.7
7318;Tauriers;0;33.3;16.7;33.3
7319;Le Teil;11.4;27.6;20.8;7.8
7321;Thorrenc;9.6;0;34.3;46.6
7322;Thueyts;9.1;33.8;10.1;25.4
7323;Toulaud;11.1;42;10.3;16.4
7324;Tournon-sur-Rhône;13.6;24.7;29;5.4
7325;Ucel;8.2;22.7;17.9;22
7326;Usclades-et-Rieutord;25;0;0;0
7327;Uzer;11.5;11.3;44;22.2
7328;Vagnas;5.2;16.1;20.8;36.4
7329;Valgorge;0;51.5;0;6.1
7330;Vallon-Pont-d'Arc;7.2;33.3;17.7;16.4
7331;Vals-les-Bains;13.1;36.3;14.6;13.9
7332;Valvignères;0;20.8;18.7;17.8
7333;Vanosc;3.5;15;35;25.1
7334;Les Vans;7.3;33.6;18.2;20
7335;Vaudevant;0;41.6;27.9;0
7336;Vernon;17.5;0;17;16.2
7337;Vernosc-lès-Annonay;9.3;25.3;20.3;18.6
7338;Vernoux-en-Vivarais;17.2;34.4;18.7;7.5
7339;Vesseaux;7.2;43.2;14.6;11.7
7340;Veyras;16.8;29.1;30.5;3.4
7341;Villeneuve-de-Berg;10.3;45.6;11.4;5.7
7342;Villevocance;2.6;34.2;26.2;21.3
7343;Vinezac;10.5;13.9;26.2;32.9
7344;Vinzieux;0;16.5;0;49.9
7345;Vion;0;18.4;43.3;20.8
7346;Viviers;9.3;33.1;18.3;11.8
7347;Vocance;8.4;56.1;8.3;18.9
7348;Vogüé;9.8;34.8;29.1;11.9
7349;La Voulte-sur-Rhône;14.1;27.5;25.4;9.7
8001;Acy-Romance;10;24;31.4;13.6
8003;Aiglemont;7.8;22.3;30.5;12
8004;Aire;0;18.3;33;32.5
8005;Alincourt;0;0;0;0
8006;Alland'Huy-et-Sausseuil;0;14.3;7.1;35.7
8008;Amagne;5.8;38.5;22.5;0
8010;Ambly-Fleury;0;25.7;0;0
8011;Anchamps;0;50;0;0
8013;Angecourt;9.8;19.7;53.1;7.2
8014;Annelles;0;0;25;0
8015;Antheny;0;0;41.8;0
8016;Aouste;0;0;32.4;0
8017;Apremont;0;34.7;17.3;13.3
8018;Ardeuil-et-Montfauxelles;0;32.8;33.4;33.8
8019;Les Grandes-Armoises;0;0;47.8;0
8020;Les Petites-Armoises;0;0;0;0
8021;Arnicourt;0;0;49.1;50.9
8022;Arreux;0;29.8;0;27.1
8023;Artaise-le-Vivier;0;33.3;0;33.3
8024;Asfeld;15.1;23.4;15.6;12.6
8025;Attigny;12.1;29.9;14.3;11.6
8026;Aubigny-les-Pothées;0;21.2;21.3;14.2
8027;Auboncourt-Vauzelles;0;0;0;0
8028;Aubrives;13.3;15;46.5;7.5
8029;Auflance;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8030;Auge;0;0;49.3;0
8031;Aure;0;0;56.9;0
8032;Aussonce;8.5;17;23.3;8.8
8033;Authe;0;0;57;0
8034;Autrecourt-et-Pourron;15.9;17.3;33.8;17.3
8035;Autruche;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8036;Autry;0;19.8;59.8;0
8037;Auvillers-les-Forges;7.2;40.9;22;4.9
8038;Avançon;7.9;25.2;15.8;25.2
8039;Avaux;0;13.7;57.5;0
8040;Les Ayvelles;4.2;8.8;61;1.9
8041;Baâlons;0;0;42.9;14.3
8043;Balan;8.2;25.9;32.9;15.3
8044;Balham;0;0;0;100
8045;Ballay;5.5;11.7;47.4;11.4
8046;Banogne-Recouvrance;22.4;22.4;21.5;0
8047;Barbaise;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8048;Barby;0;17.3;33.2;0
8049;Bar-lès-Buzancy;0;33.1;34.3;17.1
8052;Bayonville;47.1;23.6;5.5;0
8053;Bazeilles;10.6;25.2;31.9;4.9
8055;Beaumont-en-Argonne;11.4;11.3;32;11.3
8056;Beffu-et-le-Morthomme;0;25;50;0
8057;Belleville-et-Châtillon-sur-Bar;2;31.1;21.4;1.9
8058;Belval;1.8;18.1;66.3;6.9
8059;Belval-Bois-des-Dames;0;0;52.3;0
8060;Bergnicourt;0;48.8;0;34.1
8061;La Berlière;0;100;0;0
8062;Bertoncourt;0;0;0;26.4
8063;La Besace;0;40;0;60
8064;Biermes;0;0;19.8;0
8065;Bièvres;0;0;0;0
8066;Bignicourt;0;100;0;0
8067;Blagny;4.7;32.1;43;2.1
8069;Blanchefosse-et-Bay;0;0;25;25
8070;Blanzy-la-Salonnaise;0;0;48;0
8071;Blombay;0;0;0;0
8073;Bossus-lès-Rumigny;0;0;75.4;0
8074;Bouconville;0;0;49.3;0
8075;Boult-aux-Bois;39.7;16.4;8.1;22.6
8076;Boulzicourt;5.4;19.3;25;21.3
8077;Bourcq;0;38;0;0
8078;Bourg-Fidèle;3.4;9.8;54.5;10.1
8080;Bouvellemont;0;25;0;0
8081;Bogny-sur-Meuse;6;23.6;47.7;4.9
8082;Brécy-Brières;0;0;67.4;0
8083;Brévilly;0;30.5;46.7;15.2
8084;Brienne-sur-Aisne;25.4;0;0;0
8085;Brieulles-sur-Bar;5.4;12;47.3;11.6
8086;Briquenay;0;0;0;0
8087;Brognon;0;0;33.3;0
8088;Bulson;0;0;0;0
8089;Buzancy;2.9;34.2;28.7;8.7
8090;Carignan;11.6;33.2;27.4;7.8
8092;Cauroy;0;24.8;25.5;0
8094;Cernion;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8095;Chagny;0;33.3;66.7;0
8096;Chalandry-Elaire;17.3;8.5;9.1;46.4
8097;Challerange;13.3;6.5;54;0
8098;Champigneulle;6.4;13.8;63.1;0
8099;Champigneul-sur-Vence;11.2;0;77.1;0
8100;Champlin;0;21.1;0;0
8101;La Chapelle;0;0;0;50
8102;Chappes;0;50;0;0
8103;Charbogne;0;40;20;0
8104;Chardeny;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8105;Charleville-Mézières;12.1;35.2;18.6;4.5
8106;Charnois;0;0;0;0
8107;Château-Porcien;4.6;35.6;19.9;9.2
8109;Chatel-Chéhéry;0;0;67.1;32.9
8110;Le Châtelet-sur-Sormonne;0;0;0;100
8111;Le Châtelet-sur-Retourne;2.7;16.8;61.5;4.9
8113;Chaumont-Porcien;8.4;43.3;19.9;4.1
8115;Chémery-Chéhéry;4.8;33.5;27.6;4.4
8116;Bairon et ses environs;8.2;21.9;33.5;10.3
8117;Chesnois-Auboncourt;0;100;0;0
8119;Cheveuges;0;34.5;32.2;0
8120;Chevières;0;65.3;0;21
8121;Chilly;0;0;0;100
8122;Chooz;15.5;14.3;24;1.7
8123;Chuffilly-Roche;0;0;0;12.2
8124;Clavy-Warby;0;59.1;11.9;0
8125;Cliron;7.2;17.3;45.8;5.9
8126;Condé-lès-Herpy;0;0;0;50
8128;Condé-lès-Autry;0;20.3;39;0
8130;Contreuve;0;16.7;33.2;0
8131;Cornay;0;13.5;0;14.4
8132;Corny-Machéroménil;0;10.1;69.7;10.1
8133;Coucy;0;50.1;0;17.4
8134;Coulommes-et-Marqueny;0;0;23.3;0
8135;La Croix-aux-Bois;0;25;0;50
8136;Daigny;0;18.9;31.7;6.3
8137;Damouzy;0;0;19.9;41.5
8138;Les Deux-Villes;0;0;32.1;0
8139;Deville;18.9;27.2;34.3;5.6
8140;Dom-le-Mesnil;0;31.1;29.8;28.2
8141;Dommery;0;33.3;0;33.3
8142;Donchery;7.5;19.5;46;5.2
8143;Doumely-Bégny;0;0;0;0
8144;Doux;0;0;0;0
8145;Douzy;6.8;33.9;25.3;7.7
8146;Draize;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8147;Dricourt;8.5;22.9;19.6;0
8148;L'Écaille;16.5;0;34.1;33
8149;L'Échelle;0;50;0;50
8150;Écly;0;0;17.4;51.3
8151;Écordal;0;0;83.1;0
8153;Escombres-et-le-Chesnois;0;100;0;0
8154;Estrebay;0;33.6;32.8;0
8155;Étalle;0;0;100;0
8156;Éteignières;6.9;6.9;56.8;14.5
8158;Étrépigny;0;71;1.2;3.4
8159;Euilly-et-Lombut;0;17.2;0;0
8160;Évigny;0;0;0;0
8161;Exermont;0;0;51.3;0
8162;Fagnon;10.7;22.9;21.8;10.7
8163;Faissault;3.9;16.1;47.7;12.2
8164;Falaise;0;33.5;32.2;17.1
8165;FAUX;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8166;Fépin;0;50;0;50
8167;La Férée;0;0;0;0
8168;La Ferté-sur-Chiers;0;31.8;47.2;0
8169;Flaignes-Havys;0;0;0;0
8170;Fleigneux;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8171;Fléville;0;19.7;40.8;0
8172;Fligny;0;0;46.3;35.8
8173;Flize;9.6;26.7;25.3;11.6
8174;Floing;8.7;37.4;27.1;15.1
8175;Foisches;0;0;33.7;32.5
8176;Fossé;0;0;0;50
8178;Fraillicourt;0;10.7;11.2;22.5
8179;Francheval;0;70.7;0;14.6
8180;La Francheville;7.5;45.7;23.1;5.5
8182;Le Fréty;0;34.8;65.2;0
8183;Fromelennes;8.9;17.6;46.6;2.2
8184;Fromy;0;0;100;0
8185;Fumay;8.1;27.7;36;4.3
8186;Germont;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
8187;Gernelle;0;0;0;69.5
8188;Gespunsart;11.9;13.3;47.9;10.4
8189;Girondelle;0;0;0;0
8190;Givet;12.5;35.8;23.7;7.3
8191;Givonne;13.5;33.8;18.9;0
