Code;Libellé;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2021;Part des employés dans le nb d’emplois au LT 2021;Part des ouvriers dans le nb d’emplois au LT 2021;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2021
87037;La Chapelle-Montbrandeix;11;11.1;49.8;11.1
87038;Chaptelat;10.1;40.2;12.9;14.1
87039;Château-Chervix;10.7;20.9;6.5;10.3
87040;Châteauneuf-la-Forêt;8.4;41;25.3;9.1
87041;Châteauponsac;7.2;27.1;20.8;10.2
87042;Le Châtenet-en-Dognon;6.8;14.3;7.3;34.8
87043;Cheissoux;0;24.9;0;62.8
87044;Chéronnac;0;0;29.1;22.4
87045;Cieux;11.1;17.8;16.9;22.8
87046;Cognac-la-Forêt;0;17.3;13.1;24.3
87047;Compreignac;5.4;19.2;26.6;27.6
87048;Condat-sur-Vienne;11.6;24.6;27.3;13.7
87049;Coussac-Bonneval;9.9;8;20;28
87050;Couzeix;11.9;27.5;20.7;12.1
87051;La Croisille-sur-Briance;10.4;6.9;10.4;7.2
87052;La Croix-sur-Gartempe;0;0;0;50
87053;Cromac;0;0;28.9;30.1
87054;Cussac;5.2;48.1;23.3;5
87056;Dinsac;0;0;0;15.8
87057;Dompierre-les-Églises;5.8;6.8;21.5;10.4
87058;Domps;5.4;11.1;34;22
87059;Le Dorat;11.2;34.9;20.4;7.6
87060;Dournazac;9;33;3;17.9
87061;Droux;0;45.3;18.2;9.1
87062;Eybouleuf;0;15;15.9;15.5
87063;Eyjeaux;5.1;21.5;14.2;17.4
87064;Eymoutiers;5.7;29;26.4;8.4
87065;Feytiat;9;25.5;34.3;5.9
87066;Flavignac;6.5;21.2;32.2;13.5
87067;Folles;0;0;41.3;17.4
87068;Fromental;4.4;9.6;56.9;5
87069;Gajoubert;0;0;0;66.7
87070;La Geneytouse;6.5;29.5;7.6;9.4
87071;Glandon;7.5;30.1;35.2;7.3
87072;Glanges;0;17.1;22.5;0
87073;Gorre;15.8;0;42.3;16.6
87074;Les Grands-Chézeaux;8.5;8.5;24.9;17.3
87075;Isle;13.1;29.7;18.5;7.9
87076;Jabreilles-les-Bordes;33.6;0;0;32.7
87077;Janailhac;0;27.7;9.5;18.9
87078;Javerdat;7.8;15.7;22.7;15.9
87079;La Jonchère-Saint-Maurice;18;22.9;15.9;18.3
87080;Jouac;0;11.4;35.9;32.9
87081;Jourgnac;0;11.9;16.3;12
87082;Ladignac-le-Long;2.9;28.7;15.5;18
87083;Laurière;10.1;22.1;19.8;10
87084;Lavignac;33.3;0;33.3;0
87085;Limoges;18.1;28.3;17.8;4.7
87086;Linards;0;31.5;22;27.8
87087;Lussac-les-Églises;14.2;28.5;14.5;9.5
87088;Magnac-Bourg;7.6;28.6;20.6;12.7
87089;Magnac-Laval;7.4;45.5;14.7;6.6
87090;Mailhac-sur-Benaize;0;10.7;32.3;31.6
87091;Maisonnais-sur-Tardoire;7.9;46;30.5;7.7
87092;Marval;12.2;20.6;0;40.1
87093;Masléon;0;66.5;33.5;0
87094;Meilhac;11.4;34.2;0;10.4
87095;Meuzac;0;19.6;40.4;6.9
87096;La Meyze;4.8;14.2;13.9;19.2
87097;Val d'Issoire;10.4;30.1;23.2;12.3
87099;Moissannes;5.3;20.9;59.2;0
87100;Montrol-Sénard;0;30.4;10.2;0
87101;Mortemart;0;0;100;0
87103;Nantiat;10.1;27.8;30.8;6.7
87104;Nedde;6.7;12.2;6.8;33.8
87105;Neuvic-Entier;10.7;29;13.3;11.3
87106;Nexon;13.7;38.3;16.3;6.8
87107;Nieul;9;51.8;11.6;5.9
87108;Nouic;0;19.9;31.8;20.2
87109;Oradour-Saint-Genest;10.5;21.9;16.4;15.5
87110;Oradour-sur-Glane;7.8;18.6;39.7;9.7
87111;Oradour-sur-Vayres;14.8;24.4;25.2;14.8
87112;Pageas;11.2;13.7;31.2;16.4
87113;Le Palais-sur-Vienne;10.9;29.3;20.4;10.7
87114;Panazol;10.8;30.6;21.3;8.8
87115;Pensol;28.5;0;28.8;28.5
87116;Peyrat-de-Bellac;2;22.6;26.1;16.4
87117;Peyrat-le-Château;10.1;16.3;28.9;21.7
87118;Peyrilhac;6.3;32.6;24.9;12.5
87119;Pierre-Buffière;13.3;23.5;32.7;5.4
87120;La Porcherie;0;23.6;19.3;0
87121;Rancon;0;18.5;25;6.2
87122;Razès;8.7;31.2;17.4;12.8
87123;Rempnat;16.9;15.4;0;0
87124;Rilhac-Lastours;0;16.9;16.9;16.4
87125;Rilhac-Rancon;10.7;28.7;13.6;17
87126;Rochechouart;12.7;32.8;31;8.4
87127;La Roche-l'Abeille;8.8;9;35.7;4.5
87128;Saint-Pardoux-le-Lac;11;22.3;11;18.5
87129;Royères;0;20;30.6;25.7
87130;Roziers-Saint-Georges;0;0;0;24.9
87131;Saillat-sur-Vienne;11;6.2;51.4;0
87132;Saint-Amand-le-Petit;0;20;0;0
87133;Saint-Amand-Magnazeix;0;21.7;12.4;10.9
87134;Sainte-Anne-Saint-Priest;0;49.7;24.8;0
87135;Saint-Auvent;10.3;12.7;30.6;9.4
87137;Saint-Bazile;0;0;0;37.6
87138;Saint-Bonnet-Briance;13.2;6.4;13;26.7
87139;Saint-Bonnet-de-Bellac;4.9;17.9;20.6;18.7
87140;Saint-Brice-sur-Vienne;4.8;17.6;54.1;13.8
87141;Saint-Cyr;5.2;5.2;20.9;35
87142;Saint-Denis-des-Murs;0;24.2;25.4;7.9
87143;Saint-Gence;8.1;11;8.1;27.2
87144;Saint-Genest-sur-Roselle;10.1;9.8;10;0
87145;Saint-Georges-les-Landes;0;60.8;0;20.6
87146;Saint-Germain-les-Belles;12.2;31.1;19.7;7.1
87147;Saint-Gilles-les-Forêts;100;0;0;0
87148;Saint-Hilaire-Bonneval;2.9;14.2;35.2;5.3
87149;Saint-Hilaire-la-Treille;0;16.8;24.8;16.5
87150;Saint-Hilaire-les-Places;8.8;8.2;17.8;17
87151;Saint-Jean-Ligoure;5.5;12;29.8;6.5
87152;Saint-Jouvent;18.3;24;17.3;8.8
87153;Saint-Julien-le-Petit;0;5.5;21.9;22.3
87154;Saint-Junien;10.4;31.5;27.3;6
87155;Saint-Junien-les-Combes;0;59.4;20.7;0
87156;Saint-Just-le-Martel;7.7;22.1;29.3;13
87157;Saint-Laurent-les-Églises;0;23.3;22.4;10.4
87158;Saint-Laurent-sur-Gorre;4.5;30.5;28.6;7.7
87159;Saint-Léger-la-Montagne;0;28.4;14.3;43
87160;Saint-Léger-Magnazeix;9.2;9.2;13.6;13.5
87161;Saint-Léonard-de-Noblat;12.7;31.6;20.5;13.1
87162;Sainte-Marie-de-Vaux;0;0;20;20
87163;Saint-Martial-sur-Isop;0;0;27.7;13.1
87164;Saint-Martin-de-Jussac;0;26.2;25.7;26.4
87165;Saint-Martin-le-Mault;0;0;75.3;24.7
87166;Saint-Martin-le-Vieux;18.3;0;16.3;26.2
87167;Saint-Martin-Terressus;7.7;7.4;15;26.1
87168;Saint-Mathieu;2.7;24.7;26.3;16.4
87169;Saint-Maurice-les-Brousses;4.4;27.2;25.2;4.2
87170;Saint-Méard;0;29.3;32.5;9.6
87172;Saint-Ouen-sur-Gartempe;0;0;0;19.9
87174;Saint-Paul;3.5;23.7;17;7.9
87176;Saint-Priest-Ligoure;5;18.7;17.4;24.1
87177;Saint-Priest-sous-Aixe;12.6;16.7;29.5;13.8
87178;Saint-Priest-Taurion;6.4;33.7;21.2;14.5
87179;Saint-Sornin-la-Marche;7;6.7;13.4;7
87180;Saint-Sornin-Leulac;8.8;23.1;28.1;24.5
87181;Saint-Sulpice-Laurière;23.6;25.2;9.2;16.3
87182;Saint-Sulpice-les-Feuilles;11.9;43;16.4;8.8
87183;Saint-Sylvestre;7.5;22.5;18.3;37
87185;Saint-Victurnien;7.4;24.5;40.4;7.8
87186;Saint-Vitte-sur-Briance;0;0;10.1;9.7
87187;Saint-Yrieix-la-Perche;10.2;30.7;21.7;9.4
87188;Saint-Yrieix-sous-Aixe;9.3;9.5;18.8;9
87189;Les Salles-Lavauguyon;0;0;26.2;31.7
87190;Sauviat-sur-Vige;10.3;23;30.8;22
87191;Séreilhac;0;19.2;26.3;12.9
87192;Solignac;9.2;17.2;8.9;25.5
87193;Surdoux;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
87194;Sussac;21;22.5;5.8;6.8
87195;Tersannes;0;0;32.9;0
87197;Thouron;0;13.7;14;14.4
87198;Vaulry;23.1;50.7;26.2;0
87199;Vayres;8.3;4.1;12.3;24.8
87200;Verneuil-Moustiers;51.8;48.2;0;0
87201;Verneuil-sur-Vienne;11.9;27;26.1;5.8
87202;Veyrac;9.9;19.8;28.8;13.3
87203;Vicq-sur-Breuilh;2.7;26.2;21.4;7.8
87204;Videix;0;33.4;16.8;33.2
87205;Le Vigen;7.6;36;19;12.4
87206;Villefavard;17.8;12.4;12.2;0
88001;Les Ableuvenettes;0;33.3;0;33.3
88002;Ahéville;0;0;0;0
88003;Aingeville;0;32.7;67.3;0
88004;Ainvelle;0;0;100;0
88005;Allarmont;0;17.7;28.3;25.6
88006;Ambacourt;29;26.4;21.3;0
88007;Ameuvelle;0;24.5;0;0
88008;Anglemont;0;5.5;47.1;5.5
88009;Anould;5.4;27.5;31.9;13.1
88010;Aouze;0;0;77.7;11.2
88011;Arches;11.9;14.3;42.1;6.5
88012;Archettes;12.8;11.6;32.8;27
88013;Aroffe;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88014;Arrentès-de-Corcieux;13.8;14.4;14.4;43.1
88015;Attignéville;0;0;19.6;38.6
88016;Attigny;0;0;33.3;16.3
88017;Aulnois;0;0;0;0
88019;Autigny-la-Tour;53.6;0;0;46.4
88020;Autreville;0;33.3;0;33.4
88021;Autrey;0;28.7;28.9;13.4
88022;Auzainvilliers;9.4;22.4;19.6;4.9
88023;Avillers;0;40.1;59.9;0
88024;Avrainville;0;0;50.4;49.6
88025;Avranville;0;50.3;0;0
88026;Aydoilles;0;40.4;29.7;13.1
88027;Badménil-aux-Bois;0;0;0;0
88028;La Baffe;14.8;23.3;14.1;9.9
88029;La Vôge-les-Bains;9;43.2;11.3;11.3
88030;Bainville-aux-Saules;9.4;9.4;44.3;28.1
88031;Balléville;0;24.3;24.8;0
88032;Ban-de-Laveline;13.9;30.3;21.3;18.2
88033;Ban-de-Sapt;0;29.1;13.2;0
88035;Barbey-Seroux;0;0;74.6;25.4
88036;Barville;0;11.8;88.2;0
88037;Basse-sur-le-Rupt;12;20.8;15.1;23.1
88038;Battexey;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88039;Baudricourt;19.8;6.9;20.2;12.8
88040;Bayecourt;0;100;0;0
88041;Bazegney;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88042;Bazien;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88043;Bazoilles-et-Ménil;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88044;Bazoilles-sur-Meuse;0;24;50.7;5
88045;Beaufremont;25;0;50.1;25
88046;Beauménil;0;100;0;0
88047;Begnécourt;0;21.6;78.4;0
88048;Bellefontaine;0;11.2;0;27.8
88049;Belmont-lès-Darney;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88050;Belmont-sur-Buttant;0;17.4;50.6;16.6
88051;Belmont-sur-Vair;0;0;80.9;0
88052;Belrupt;0;0;44.9;0
88053;Belval;0;45.6;37.9;0
88054;Bertrimoutier;0;14.2;42.7;19.2
88055;Bettegney-Saint-Brice;0;20.1;59.9;0
88056;Bettoncourt;0;30.2;9.5;30.2
88057;Le Beulay;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88058;Biécourt;0;0;0;100
88059;Biffontaine;0;50.1;16.5;0
88060;Blémerey;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88061;Bleurville;0;39;22.3;16.7
88062;Blevaincourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88063;Bocquegney;0;33.3;0;66.7
88064;Bois-de-Champ;0;0;100;0
88065;Bonvillet;0;25;25.1;37.5
88066;Boulaincourt;0;0;0;0
88068;La Bourgonce;7.9;42.7;24.1;18.5
88069;Bouxières-aux-Bois;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88070;Bouxurulles;0;25.4;0;0
88071;Bouzemont;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88073;Brantigny;20.2;19.9;19.7;0
88074;Brechainville;0;0;0;0
88075;La Bresse;5.3;30.3;27.6;9.1
88076;Brouvelieures;0;10.5;49.6;21.2
88077;Brû;0;13.3;46.2;6.7
88078;Bruyères;11.1;51.2;9;4.4
88079;Bulgnéville;4.3;19.4;51.6;3.6
88080;Bult;0;0;47.8;0
88081;Bussang;3.8;39.9;31.4;5.7
88082;Celles-sur-Plaine;0;21.2;7.7;13.2
88083;Certilleux;0;24.4;0;24.4
88084;Chamagne;0;27.2;9;36.8
88085;Champdray;0;15.3;0;42.4
88086;Champ-le-Duc;2.5;7.6;62.9;3.7
88087;Chantraine;13.4;22.2;19.2;7.8
88088;La Chapelle-aux-Bois;0;23.6;11.5;5.9
88089;La Chapelle-devant-Bruyères;6.1;6;52.3;8.9
88090;Charmes;10.6;23.3;34.6;9
88091;Charmois-devant-Bruyères;19.5;41;0;0
88092;Charmois-l'Orgueilleux;0;49.6;12.5;11.2
88093;Châtas;0;66.7;0;33.3
88094;Châtel-sur-Moselle;16.2;45.8;5.4;8.6
88095;Châtenois;5.3;23.9;46.2;7.2
88096;Châtillon-sur-Saône;0;25.5;55.3;6.2
88097;Chauffecourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88098;Chaumousey;0;36.1;30.4;14.9
88099;Chavelot;7.1;17.2;44.8;4.4
88100;Chef-Haut;0;0;0;0
88101;Cheniménil;9.9;24.4;12.7;24.7
88102;Chermisey;0;0;51.6;0
88103;Circourt;0;0;0;33.3
88104;Circourt-sur-Mouzon;0;40;0;0
88105;Claudon;25.2;24.8;25.2;24.8
88106;Ban-sur-Meurthe-Clefcy;8.8;9;8.6;38.5
88107;Clérey-la-Côte;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88108;Le Clerjus;10.2;10.2;9.9;10.5
88109;Cleurie;14.4;14;42.3;3.5
88110;Clézentaine;0;0;0;0
88111;Coinches;0;17;20.5;10.1
88113;Combrimont;0;0;0;0
88114;Contrexéville;12.8;25.9;32.2;3.1
88115;Corcieux;8.7;17.9;54.2;3.8
88116;Cornimont;8.8;25.7;37.6;7.5
88117;Courcelles-sous-Châtenois;0;0;0;0
88118;Coussey;0;24.3;39.7;8.8
88119;Crainvilliers;0;12.5;24.7;24.9
88120;La Croix-aux-Mines;7.4;3.9;66.1;7.1
88121;Damas-aux-Bois;0;29.1;27.9;13.1
88122;Damas-et-Bettegney;4.3;13;37.5;6.6
88123;Damblain;0;24.8;32.4;17.2
88124;Darney;5.2;41.3;23.3;4.5
88125;Darney-aux-Chênes;0;0;0;0
88126;Darnieulles;6.9;32.3;23.1;19.9
88127;Deinvillers;0;0;0;0
88128;Denipaire;10.3;10.3;7.3;41.3
88129;Derbamont;0;16.9;32.5;33.7
88130;Destord;0;40.2;0;59.8
88131;Deycimont;0;0;87.2;12.8
88132;Deyvillers;6.2;22.4;43.3;11.5
88133;Dignonville;0;0;31.9;34.3
88134;Dinozé;9.3;24.6;50.4;0
88135;Docelles;3.6;23.8;31.7;10.3
88136;Dogneville;16.2;34.4;27.1;9.1
88137;Dolaincourt;0;0;0;0
88138;Dombasle-devant-Darney;0;33.3;0;66.7
88139;Dombasle-en-Xaintois;0;27.8;57.8;14.4
88140;Dombrot-le-Sec;0;28.5;14.5;28.1
88141;Dombrot-sur-Vair;0;17.5;33.4;17.3
88142;Domèvre-sur-Avière;0;56.5;14.5;0
88143;Domèvre-sur-Durbion;0;0;60.8;0
88144;Domèvre-sous-Montfort;0;0;0;0
88145;Domfaing;0;9;45.9;18.4
88146;Domjulien;0;33;17.6;0
88147;Dommartin-aux-Bois;0;10.9;0;45.3
88148;Dommartin-lès-Remiremont;8.6;14;40.1;19.7
88149;Dommartin-lès-Vallois;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88150;Dommartin-sur-Vraine;6.4;25.1;37.2;9.9
88151;Dompaire;10.9;31.5;13.6;12.2
88152;Dompierre;0;0;0;50
88153;Domptail;0;0;20.1;40.6
88154;Domrémy-la-Pucelle;0;100;0;0
88155;Domvallier;5.3;7.8;54.2;4.2
88156;Doncières;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88157;Dounoux;3.6;17.2;46.1;11.1
88158;Éloyes;15.1;16.8;43.2;4.1
88159;Entre-deux-Eaux;25.9;24.9;0;24.9
88160;Épinal;15.2;33.2;14;5.2
88161;Escles;6.9;11.2;64;0
88162;Esley;0;0;50;25
88163;Essegney;7.9;64.6;4.5;0
88164;Estrennes;0;66.7;0;0
88165;Étival-Clairefontaine;7.8;14.4;44.1;7.4
88166;Évaux-et-Ménil;0;20.4;41.6;20.6
88167;Faucompierre;0;0;0;33.5
88168;Fauconcourt;0;0;0;0
88169;Fays;0;0;100;0
88170;Ferdrupt;8.8;23.9;41.3;8.6
88171;Fignévelle;100;0;0;0
88172;Fiménil;0;0;0;100
88173;Florémont;11.4;21.9;55.6;0
88174;Fomerey;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88175;Fontenay;0;62.2;0;25.4
88176;Fontenoy-le-Château;9.6;13;25.9;17.2
88177;La Forge;7.3;21.1;21.2;36.1
88178;Les Forges;6.5;21.7;35.4;10.4
88179;Fouchécourt;0;0;52.6;47.4
88180;Frain;0;0;50;0
88181;Fraize;9.4;26.5;33.2;10
88182;Frapelle;0;0;20.6;79.4
88183;Frebécourt;0;25.4;0;24.5
88184;Fremifontaine;0;29;28.6;27
88185;Frenelle-la-Grande;0;0;0;0
88186;Frenelle-la-Petite;0;0;0;100
88187;Frénois;0;0;31.7;0
88188;Fresse-sur-Moselle;8.9;18.1;44.5;14
88189;Fréville;12.7;12.6;0;50
88190;Frizon;0;32.5;34.3;33.2
88192;Gelvécourt-et-Adompt;0;100;0;0
88193;Gemaingoutte;0;49.9;24.9;25.2
88194;Gemmelaincourt;0;35.4;0;0
88195;Gendreville;0;0;0;0
88196;Gérardmer;10.8;32.7;23.8;9.3
88197;Gerbamont;0;9.1;70.7;0
88198;Gerbépal;12.1;19;12.3;19.2
88199;Gignéville;0;0;0;0
88200;Gigney;0;0;0;100
88201;Girancourt;4.3;64.8;4.4;17.7
88202;Gircourt-lès-Viéville;0;0;0;33.3
88203;Girecourt-sur-Durbion;44.9;0;0;45
88205;Girmont-Val-d'Ajol;8.3;16.5;7.7;22.4
88206;Gironcourt-sur-Vraine;6.4;14;50.1;2.7
88208;Godoncourt;0;0;21;19.6
88209;Golbey;11.6;25.1;30.7;4.8
88210;Gorhey;0;0;100;0
88212;Grand;0;60;30;0
88213;La Grande-Fosse;0;0;0;100
88214;Grandrupt-de-Bains;0;0;35;0
88215;Grandrupt;0;50;0;0
88216;Grandvillers;6.4;22.5;31.8;16.4
88218;Granges-Aumontzey;4.9;22;43.9;11.2
88219;Greux;0;51.8;48.2;0
88220;Grignoncourt;0;0;0;0
88221;Gruey-lès-Surance;26;24.5;13.1;24.7
88222;Gugnécourt;11.3;22;33.6;11.7
88223;Gugney-aux-Aulx;0;0;0;19.9
88224;Hadigny-les-Verrières;0;16.2;33.1;50.7
88225;Hadol;4.9;23.4;23.2;18
88226;Hagécourt;33.3;33.3;33.3;0
88227;Hagnéville-et-Roncourt;0;0;0;0
88228;Haillainville;0;0;0;24.1
88229;Harchéchamp;0;0;75.6;24.4
88230;Hardancourt;0;0;65.2;34.8
88231;Haréville;0;18.9;34.7;6.7
88232;Harmonville;0;14.9;0;56.7
88233;Harol;3.2;17;45.1;1.7
88236;La Haye;0;0;0;0
88237;Hennecourt;0;35.4;17.3;17.6
88238;Hennezel;0;9;68.2;0
88239;Hergugney;0;0;100;0
88240;Herpelmont;24.4;25.1;26.1;24.4
88241;Houécourt;3.6;13.4;65.4;5.4
88242;Houéville;0;0;0;0
88243;Housseras;11.1;22.6;44.1;11.1
88244;La Houssière;9;9.1;27.5;8.7
88245;Hurbache;12.8;20.3;25;21.2
88246;Hymont;10.8;32.6;14;32.5
88247;Igney;0;28.8;42.1;14.3
88248;Isches;10;10.2;20.1;20
88249;Jainvillotte;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88250;Jarménil;0;45.3;22.5;32.2
88251;Jeanménil;2.3;21.7;24;22.9
88252;Jésonville;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88253;Jeuxey;10.1;53.8;12.7;3.1
88254;Jorxey;0;0;100;0
88255;Jubainville;0;0;25.6;0
88256;Jussarupt;6.9;5.9;45.6;22.3
88257;Juvaincourt;7;3.9;67.8;5.8
88258;Lamarche;7.6;54.7;12.3;5.7
88259;Landaville;0;7;50;35.8
88260;Langley;19.9;19.9;0;19.9
88261;Laval-sur-Vologne;9.8;7.9;64.9;1.4
88262;Laveline-devant-Bruyères;9;11;53.2;16.3
88263;Laveline-du-Houx;0;25;0;25
88264;Légéville-et-Bonfays;0;0;0;100
88265;Lemmecourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88266;Lépanges-sur-Vologne;8.8;12.6;21;13.8
88267;Lerrain;3.3;36;31.2;19.6
88268;Lesseux;0;0;100;0
88269;Liézey;0;14.4;14.4;43.2
88270;Liffol-le-Grand;8.4;30;34;11.9
88271;Lignéville;0;24.8;24.4;8.3
88272;Lironcourt;0;32.4;0;33.8
88273;Longchamp;0;0;0;49.2
88274;Longchamp-sous-Châtenois;0;0;0;0
88275;Lubine;0;0;48.6;0
88276;Lusse;0;18.8;55.6;12.3
88277;Luvigny;0;20.4;39.8;19.9
88278;Maconcourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88279;Madecourt;0;0;0;0
88280;Madegney;0;24.3;0;14.1
88281;Madonne-et-Lamerey;0;38.9;10.3;10.8
88283;Malaincourt;0;66.6;0;33.4
88284;Mandray;0;35.2;0;17.8
88285;Mandres-sur-Vair;4.1;20.2;28.9;0
88286;Marainville-sur-Madon;0;0;0;33.3
88287;Marey;0;48.5;0;0
88288;Maroncourt;0;0;0;0
88289;Martigny-les-Bains;16.1;35.9;19.8;4.2
88290;Martigny-les-Gerbonvaux;0;51.1;0;48.9
88291;Martinvelle;0;20.5;0;0
88292;Mattaincourt;4.5;19.6;61.3;1.2
88293;Maxey-sur-Meuse;0;19.7;59.6;0
88294;Mazeley;0;51.4;0;0
88295;Mazirot;14.7;22.8;37.3;7.8
88296;Médonville;0;100;0;0
88297;Méménil;0;0;66.7;33.3
88298;Ménarmont;0;100;0;0
88299;Ménil-en-Xaintois;0;0;0;100
88300;Ménil-de-Senones;0;0;0;0
88301;Ménil-sur-Belvitte;15.4;15.8;0;37.1
88302;Le Ménil;0;43.1;19.6;16.1
88303;Midrevaux;0;0;34.2;31.6
88304;Mirecourt;10.6;43.5;13.1;5.6
88305;Moncel-sur-Vair;0;33.3;0;0
88306;Le Mont;0;0;0;100
88307;Mont-lès-Lamarche;0;0;34.1;65.9
88308;Mont-lès-Neufchâteau;0;7.7;57.8;18.8
88309;Monthureux-le-Sec;0;0;23.5;0
88310;Monthureux-sur-Saône;7.6;31.6;36.5;5.4
88311;Montmotier;0;0;0;0
88312;Morelmaison;25;0;25;25
88313;Moriville;0;27.9;9.7;25.1
88314;Morizécourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88315;Mortagne;0;12;64;12
88316;Morville;0;0;33.1;0
88317;Moussey;16.8;9.8;54.5;4.4
88318;Moyemont;0;25.4;25.5;0
88319;Moyenmoutier;6.9;37.9;18.7;13.6
88320;Nayemont-les-Fosses;12.3;14.5;6.3;23.2
88321;Neufchâteau;12.1;32.8;19.5;6.8
88322;La Neuveville-devant-Lépanges;0;0;0;34.3
88324;La Neuveville-sous-Châtenois;0;63;37;0
88325;La Neuveville-sous-Montfort;0;0;59.8;20.4
88326;Neuvillers-sur-Fave;0;10.7;58.3;31
88327;Nomexy;9.7;25.3;42.1;3.6
88328;Nompatelize;0;14.9;37;25.6
88330;Nonville;0;0;0;0
88331;Nonzeville;0;0;50;0
88332;Norroy;0;43.4;42.6;0
88333;Nossoncourt;0;100;0;0
88334;Oëlleville;0;46;23.6;0
88335;Offroicourt;0;100;0;0
88336;Ollainville;0;0;0;0
88338;Ortoncourt;0;0;31.7;0
88340;Padoux;0;13.7;11.8;6.9
88341;Pair-et-Grandrupt;0;14.6;13.8;28.4
88342;Pallegney;0;0;0;100
88343;Parey-sous-Montfort;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88344;Pargny-sous-Mureau;0;0;0;57.8
88345;La Petite-Fosse;100;0;0;0
88346;La Petite-Raon;14.6;14.2;14.4;35.9
88347;Pierrefitte;0;0;0;50
88348;Pierrepont-sur-l'Arentèle;0;0;0;0
88349;Plainfaing;6.5;18.5;32.3;15.3
88350;Pleuvezain;0;39.3;19.1;0
88351;Plombières-les-Bains;9;31.4;21.6;10
88352;Pompierre;0;24.4;0;24.4
88353;Pont-lès-Bonfays;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88354;Pont-sur-Madon;0;0;0;0
88355;Portieux;6.1;34.7;37.3;4
88356;Les Poulières;0;41.8;10.1;16.2
88357;Poussay;13.4;22.6;25.9;16
88358;Pouxeux;3.6;32.2;39.9;12.6
88359;Prey;0;0;0;0
88360;Provenchères-lès-Darney;0;40;19.8;40.2
88361;Provenchères-et-Colroy;17.7;26.7;30.6;11.4
88362;Le Puid;0;0;32.7;0
88363;Punerot;0;19.9;20.5;0
88364;Puzieux;0;20;20;0
88365;Racécourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88366;Rainville;0;14.1;42.2;14.2
88367;Rambervillers;8.1;25.6;37.3;8.8
88368;Ramecourt;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88369;Ramonchamp;1.9;23.1;48.9;11
88370;Rancourt;0;0;100;0
88371;Raon-aux-Bois;0;24.8;17.8;32.6
88372;Raon-l'Étape;10.4;32.2;23.8;8
88373;Raon-sur-Plaine;25.7;24.2;0;24.4
88374;Rapey;0;0;0;0
88375;Raves;0;11;44.9;30.2
88376;Rebeuville;4.6;19.1;52.3;5
88377;Regnévelle;0;33.2;0;66.8
88378;Regney;0;100;0;0
88379;Rehaincourt;21.8;10;34.4;0
88380;Rehaupal;0;28.9;55.9;7.9
88381;Relanges;0;0;34.2;16.8
88382;Remicourt;39.4;0;60.6;0
88383;Remiremont;13.2;35.3;13.5;7.8
88385;Remoncourt;0;43.5;4.9;9.4
88386;Remomeix;9.7;17.9;39.5;21.5
88387;Removille;21.8;17.5;14.4;39
88388;Renauvoid;20;0;0;0
88389;Repel;N/A - division par 0;N/A - division par 0;N/A - division par 0;N/A - division par 0
88390;Robécourt;0;14.3;42.5;0
88391;Rochesson;0;34.7;34.8;10.2
88393;Rollainville;24.1;25.2;0;23.6
88394;Romain-aux-Bois;0;0;0;100
88395;Romont;0;12.2;37.8;25
88398;Les Rouges-Eaux;0;100;0;0
88399;Le Roulier;0;33.6;49.6;0
88400;Rouvres-en-Xaintois;17;33.2;33.9;0
88401;Rouvres-la-Chétive;10;30.1;29.9;0
88402;Roville-aux-Chênes;14.6;16.8;13.4;3.9
88403;Rozerotte;0;0;48.3;0
